id,name,info
4216,مسعود فرزاد,
217,عین له غریب,«نام من سرخ» نخستین رمانی بود که عین له غریب از اورهان پاموک به فارسی برگرداند و تا تابستان سال 90 به چاپ سوم رسید. بعد از آن ترجمه های متعددی از این رمان منتشر شد. «کتاب سیاه» یکی دیگر از رمان های برجسته اورهان پاموک، نویسنده اهل ترکیه و برنده جایزه نوبل ادبیات سال 2006 توسط همین مترجم به فارسی برگردانده شد و پاییز 92 توسط نشر زاوش به بازار آمد و در فاصله دوماه به چاپ دوم رسید. عین له غریب مجموعه مقالات تئوریک و تجربیات نویسندگی پاموک را اخیرا تحت عنوان «با و بی تکلف» توسط انتشارات نگاه به دست چاپ سپرد. «سربازان خدا» مجموعه هشت داستان کوتاه یاشار کمال از دیگر ترجمه های اوست که نشر گیسا به بازار عرضه کرد.
1158,نگار عباسپور,
12731,سپیده مرویان,
11678,سعید خاموش,
7803,عاطفه حاجی آقایی,
893,ابوالحسن تهامی,"ابوالحسن تهامی نژاد (۱۳ مرداد ۱۳۱۷ تهران) مدیر دوبلاژ ایرانی است. همسر ابوالحسن تهامی نژاد خانم دکتر امید بهبهانی ""زبانشناس و پژوهشگر پژوهشگاه علوم انسانی"" است. وی داماد سیمین بهبهانی، شاعر معاصر ایرانی است. وی مسلط به زبان انگلیسی و مترجم بسیاری از فیلم ها بوده است.گوینده حرفه ای آنونس که برای نخستین بار آنونس گویی را به صورت هنری و حرفه ای، با ادبیات ویژه مرسوم کرد.روزنامه نگار و منتقد دوبله فیلم واولین کسی که نقد دوبله را به صورت جدی در مطبوعات آغاز کرد."
945,داریوش شاهین,شادروان داریوش، از مترجمان و پژوهش گران عرصه دین و فرهنگ و ادب در اوایل قرن چهارده هجری متولد شد و در هفته نخست آبان ماه 1380 دارفانی را وداع گفت.از وی بیش از یک صد جلد تألیف، ترجمه، مجموعه های مختلف و داستان در عرصه ی ادبیات، شعر و مذهب به یادگار مانده است. در بخش مذهب شادروان شاهین به ترجمه ی نهج البلاغه به زبان انگلیسی توفیق یافت. کتابی به نام یکصد گوهر شامل کلمات قصار حضرت علی(ع)، به انتخاب و کوشش او تدوین و به پنج زبان ترجمه شده است. او چندین دهه برای رادیو نویسندگی و تهیه ی مطلب می کرد. دیگر از آثار او تاریخ ایران در یکصد قرن است که نه صرفا تاریخ سیاسی، بلکه اجتماعی و هنری و فرهنگی ده هزار ساله ی ایران است و به انگلیسی هم ترجمه شده است. در عین حال و این همه پرکاری قلمی، آن بزرگوار به مدت سی سال در مرکز توسعه ی صادرات ایران خدمت کرد و از همان جا پس از 30 سال بازنشسته شد.ترجمه دو جلدی داریوش شاهین از قرآن کریم (شامل 1955 صفحه) مهم ترین اثر او به شمار می رود. این ترجمه در ابتدای جلد نخست و انتهای جلد دوم حاوی مقدمات و پیوست هایی در باب زندگانی پیامبر اکرم(ص)، ویژگی های سور قرآن، ترتیب نزول سوره ها و مانند آن است. همچنین پس از اتمام ترجمه هر سوره قرآن، توضیحاتی تحت عنوان «هامش سوره» درباره آن سوره آمده است. این اثر ترجمه ای است، ادبی با توضیحاتی کوتاه ضمن آیات، توضیحاتی نیز پس از پایان هر سوره آورده شده است که به معنی واژه ها، شأن نزول و تاریخ و امثال آن می پردازد.آثارعلاوه بر آثار مذکور، برخی دیگر از آثار ایشان عبارت است از:ترجمه کامل نهج البلاغه، سخنان جاویدان علی(ع)ترجمه برخی از داستان های جین وبستریکصد گهر، حاوی جملات پر معنی از فرمایشات حضرت علی(ع)محمد(ص) پیامبر جاویدانراهیان شعر امروزفرهنگ جاویدان فارسی به فارسی
2214,میرشمس الدین ادیب سلطانی,میر شمس الدین ادیب سلطانی، پزشک، فیلسوف، زبان شناس، نقاش، نویسنده و مترجم متون مهم ادبی و فلسفی است. او مترجم منطق ارسطو، سنجش خرد ناب کانت و همچنین رسالهٔ منطقی-فلسفی ویتگنشتاین به زبان فارسی است. وی به زبان های انگلیسی، آلمانی، فرانسه، یونانی، عربی، ایتالیایی، روسی، عبری، ارمنی، لاتین، فارسی میانه، پارتی، اوستایی و زبان های پارسی باستان مسلط است.میر شمس الدین ادیب سلطانی، چهارمین فرزند زین العابدین ادیب سلطانی و بتول آغا در محله قلمستان تهران در سال ۱۳۱۰ به دنیا آمد. زبان فرانسه را در کودکی با کتاب دست دومی به نام فرانسه بدون معلم آموخت و زبان انگلیسی را از رادیو بی بی سی. او در سال ۱۳۲۲ به دبیرستان می رود و در همین ایام هم به سازمان جوانان حزب توده ایران می پیوندد.او پس از اتمام شش سال متوسطه، در سال ۱۳۲۸ وارد دانشکده طب دانشگاه تهران می شود و دکترای پزشکی خود را از دانشکدهٔ پزشکی دانشگاه تهران دریافت کرد. برای ادامهٔ تحصیل در زمینهٔ روان پزشکی بالینی و تحقیقات بیوشیمی به وین رفت و بعد از چند ترم، دستیار پروفسور هافمن، از جمله سرشناس ترین روان پزشکان آن ایام شد. او سال ۱۳۴۰ برای دیدن خانواده به ایران بازگشت و وقتی بازگشت، به دانشگاه وین نرفت بنابراین روانپزشکی را نیمه کاره رها کرد و به لندن رفت.اطلاعات اندکی از زندگی نامهٔ ادیب موجود است.کتاب های ترجمه شده توسط ادیب سلطانی:ایمانوئل کانت، سنجش خرد ناب، تهران: انتشارات امیرکبیر، ۱۳۶۲.ارسطو، منطق ارسطو (ارگانون)، تهران: انتشارات نگاه، ۱۳۷۸.برتراند راسل، جستارهای فلسفی، تهران: انتشارات امیرکبیر.ویلیام شکسپیر، بودن یا نبودن، تهران: نشر نی.ویلیام شکسپیر، سوگ نمایش شاه ریچارد سوم، تهران: انتشارات امیرکبیر.ویلیام شکسپیر، ویراستهٔ هرولد جنکینز، سوگ نمایش هملت شاهپور دانمارک، تهران: انتشارات نگاه، ۱۳۸۵.لودویگ ویتگنشتاین، رسالهٔ منطقی-فلسفی، تهران: انتشارات امیرکبیر، ۱۳۷۱لودویگ ویتگنشتاین، ویراست دو زبانهٔ رسالهٔ منطقی-فلسفی، تهران: انتشارات امیرکبیر، ۱۳۸۹داوید هیلبرت و ویلهلم آکرمان، بنیادهای منطق نگریک، تهران: انتشارات امیرکبیر، ۱۳۸۰.
3807,علی اکبر عبداللهی,
11461,مسعود مدنی,
238,محمود اعتمادزاده (م.ا.به آذین),محمود اعتمادزاده در بیست و سوم دی ماه سال ۱۲۹۳ شمسی در شهر رشت به دنیا آمد. آموزش ابتدایی را در رشت، سه سال اوّل متوسطه را در مشهد و سه سال آخر متوسطه را در تهران ادامه داد. در سال ۱۳۱۱ جزو دانشجویان اعزامی ایران به فرانسه رفت و تا دی ماه ۱۳۱۷ در فرانسه ماند. زبان فرانسوی را آموخت و از دانشکدهٔ مهندسی دریائی برست (Brest) و دانشکدهٔ مهندسی ساختمان دریائی در پاریس گواهی نامه گرفت.پس از بازگشت به ایران به نیروی دریائی پیوست. با درجهٔ ستوان دوم مهندس نیروی دریائی در خرمشهر مشغول به کار شد. دو سال بعد به نیروی دریائی در بندر انزلی منتقل شد و ریاست تعمیرگاه این نیرو به عهده اش گذاشته شد.در چهارم شهریور ۱۳۲۰در جریان اشغال ایران و بمباران در بندر انزلی زخمی برداشت که منجر به قطع دست چپ اوشد چون افسر بودن مانع فعالیتهای ادبی و سیاسی او بود، از آن شغل استعفا داد.در تقابل با فشار تنگدستی و تنگناهای تأمین زندگی خانواده، به کار ترجمه پرداخت. از آن پس تا آخر عمر زندگی او به فعالیت سیاسی و اجتماعی و به ترجمه و نویسندگی گذشت.شهرت وی از زمان ریاست کانون نویسندگان آغاز شد. به آذین فعالیتهای ادبی خود را از سال ۱۳۲۰، دورانی که قهرمان مجروح دوران جنگ بود، با انتشار داستان های کوتاه خود آغاز کرد. نوشته ها و داستان های کوتاه بیشتری در طول سالیان پسین به رشته تحریر درآورد و با ترجمه آثار بالزاک و شولوخوف و نگارش خاطرات و تجربیاتش از زندان های دهه ۱۳۵۰، به حیات ادبی خود ادامه داد.به آذین، روز چهارشنبه ۱۰ خرداد ۱۳۸۵ بر اثر ایست قلبی در بیمارستان آراد تهران درگذشت.سرانجام در بهار۱۳۲۳، به گفتهٔ خودش «رشتهٔ توان فرسای خدمت نظامی از گردنش باز شد» و به وزارت فرهنگ منتقل شد. سال هائی را به تدریس خصوصی زبان فرانسوی، تدریس ریاضی در دبیرستان ها و کار در کتابخانهٔ ملی در دایرهٔ روزنامه ها و مجلات گذراند. چند هفته ای هم در دورهٔ وزارت دکتر کشاورز، در سال ۱۳۲۵، سمت معاونت فرهنگ گیلان به عهده اش بود. منبع : Iranianpath.com
43746,فراز فرهودی فر,
4333,سیروس خزائلی,
1120,عادله قلی پور,
51657,همایون نوری عنبران,همایون نوری عنبران مترجم ایرانی متولد سال 1366 می باشد.
247,مصطفی مفیدی,مصطفی مفیدی، مترجم ایرانی، در سال ۱۳۲۰ در تهران به دنیا آمده است. او از دانشکده پزشکی دانشگاه تهران فارغ التحصیل شده است. او کار ترجمه را با برگرداندن متون علمی از سال ۱۳۴۲ آغاز کرده است. او در دو دهة به ادبیات دستانی رو آورد. نخستین ترجمهٔ او در حوزه رمان، شوان ها، اثر اونوره دو بالزاک است که در سال ۱۳۷۲ در تهران به چاپ رسیده است. او از جمله مترجمانی است که به ادبیات آمریکای لاتین پرداخته است. او اولین مترجم آثار ارنستو ساباتو، روشنفکر و مبارز آرژانتینی و برنده جایزه میگل دو سروانتس و سرپرست کمیته حقیقت یاب درباره ناپدید شدگان در رژیم نظامی دهه هفتاد آرژانتین به زبان فارسی است. از مصطفی مفیدی ترجمه های بسیاری در ایران به چاپ رسیده، همچون: رودهای ژرف: همراه با پی گفتاری از ماریو بارگاس یوسا، تونل، نوشتهٔ ارنستو ساباتو، امتحان نهایی نوشتهٔ خولیو کورتاسار، درباره قهرمانان و گورها نوشتهٔ ارنستو ساباتو، خویشاوندان دور، از کارلوس فوئنتس، تاوان، از یان مک ایوان، شنبه و سگ های سیاه هر دو اثر یان مک ایوان( در انتظار مجوز)، فرشتۀ ظلمت، از ارنستو ساباتو( در انتظار مجوز) ، پردۀ تورتیلا، از تی. جی. بویل، نویسندۀ آمریکایی ( در انتظار مجوز ). آثار دیگر این مترجم در زمینۀ روانشناسی و به طور کلی علوم انسانی و علم محض در زیر می آیند.
5047,محمود مقدس,
326,امیر امجد,"""امیر امجد"" متولد سال 1357، مترجم، نمایشنامه‌نویس و کارگردان تئاتر می باشد."
7413,مینو ابوذرجمهری,
482,عاطفه احمدی,
2564,داریوش آشوری,داریوش آشوری (زاده ۱۱ مرداد ۱۳۱۷ تهران) نویسنده، اندیشمند، زبان شناس و مترجم ایرانی است. کار او در علوم سیاسی، جامعه شناسی، سخن سنجی، فلسفه و زبان شناسی است.شوری دانش آموختهٔ دبیرستان های البرز و دارالفنون است. در دوران نوجوانی با مطالعهٔ نشریات حزب توده به آن مکتب گرایش پیدا کرد، و پس از ۲۸ مرداد ۱۳۳۲ مدتی عضو سازمان جوانان حزب توده بود. پس از چندی در سال ۱۳۳۶ به حزب زحمتکشان ملت ایران (نیروی سوم) پیوست. آشوری در سال ۱۳۳۷ از دارالفنون دانش آموخته و وارد دانشکدهٔ حقوق و علوم سیاسی و اقتصادی دانشگاه تهران شد و لیسانس اقتصاد خود را در سال ۱۳۴۲ گرفت. در همان سال در دورهٔ دکتری اقتصاد در همان دانشکده پذیرفته شد ولی آن را نیمه کاره رها کرد. کار تألیف کتاب، ترجمه، و نوشتن مقالات را از همین دوران شروع کرد. نخستین کتاب او، به نام فرهنگ سیاسی، در روزگار دانشجویی از او منتشر شد که هنوز هم، با نام دانشنامهٔ سیاسی، در ایران در زمینهٔ علوم سیاسی کتاب مرجع است و تاکنون بیش از سی چاپ از آن منتشر شده است. در همان دوران آشوری در موسسهٔ انتشارات فرانکلین به عنوان ویراستار در دائرةالمعارف فارسی و سپس در بخش انتشارات به کار مشغول بوده است.آشوری از بنیانگذاران کانون نویسندگان ایران و عضو انتخاب شدهٔ نخستین هیئت دبیران آن بوده است (۱۳۴۸). در دوران دانشجویی عضو هیئت اجراییهٔ «جامعهٔ سوسیالیست های نهضت ملی ایران» به رهبری خلیل ملکی بوده است.در دانشکدهٔ حقوق و علوم سیاسی، دانشکدهٔ علوم اجتماعی، دانشکدهٔ هنرهای زیبای دانشگاه تهران، در موسسهٔ شرق شناسی دانشگاه آکسفورد در بریتانیا، و دانشگاه زبان های خارجی توکیو تدریس کرده، و عضو هیئت مولفان لغت نامهٔ فارسی در موسسهٔ لغت نامهٔ دهخدا (وابسته به دانشگاه تهران)، عضو هیئت ویراستاران دانشنامهٔ ایرانیکا (دانشگاه کلمبیا در نیویورک) و از نویسندگان آن بوده است. همچنین سردبیری چند مجلهٔ ادبی و نیز نامهٔ علوم اجتماعی را، در موسسه مطالعات و تحقیقات اجتماعی (وابسته به دانشگاه تهران)، به عهده داشته است. پس از انقلاب با خانوادهٔ خود در فرانسه زندگی می کند.آشوری در قلمرو علوم اجتماعی و فلسفهٔ مدرن به توسعهٔ زبان فارسی از نظر دامنهٔ واژگان و بهبود سبک نگارش یاری فراوان کرده است. آشوری در آثار خود واژگان نوترکیبی چون گفتمان، همه پرسی، آرمان شهر، رهیافت، هرزه نگاری، درس گفتار و مانند آن را به کار برد که معادلی برای آن در زبان فارسی وجود نداشت. فرهنگ علوم انسانی او شامل صدها ترکیب و واژهٔ اشتقاقی تازه برای گسترش زبان فارسی در زمینهٔ علوم انسانی و فلسفه است. از میان آثار او می توان به بازاندیشی زبان فارسی، شعر و اندیشه، تعریف ها و مفهوم فرهنگ، و فرهنگ علوم انسانی اشاره کرد. ما و مدرنیّت نام مجموعه مقاله هایی از اوست که در آن به تحلیل بحران فرهنگی جامعهٔ ایران در مواجه مدرنیّت می پردازد. وی نویسندهٔ عرفان و رندی در شعر حافظ، است که تفسیری هرمنوتیکی از بنیادهای اندیشگی دیوان حافظ بر پایهٔ پژوهش متن شناسانهٔ تاریخی است.
6899,زیبا اکبری,
27339,یاسمن عشقی,
16324,محمدحسین مرعشی,
3444,امیر انصاری,
17903,بهادر صادقی,
66539,آزاد تیموری,آزاد تیموری  ، متولد 1366 ، دانشیار بخش زیست شناسی دانشگاه شهید باهنر کرمان است.
2860,مریم سعادتمند بحری,
643,خسرو رضایی,
6078,رضا نجفی,
2944,حسن مرتضوی,حسن مرتضوی (۱۳۴۰-) مترجم ایرانی حوزه‌ی فلسفه و اقتصاد است. از جمله مهم‌ترین ترجمه‌های مرتضوی می‌توان به ترجمهه‌ی جلد اول و دوم سرمایه؛ نقدی بر اقتصاد سیاسی و دست‌نوشته‌های اقتصادی-فلسفی ۱۸۴۴ از کارل مارکس، بخش منطق از دائرةالمعارف علوم هگل و آثاری از پری اندرسون اشاره کرد.
28871,غزال بیگی,غزال بیگی، شاعر و مترجم ایرانی‌ست. از او مجموعه شعر فاصله‌های بلاتکلیف و کتاب‌های مسئله‌ی مرگ و زندگی و التیام روح زن با ترجمه‌ی او منتشر شده‌اند.
51148,کلود کرباسی,کلود کرباسی ۴ اردیبهشت ۱۳۱۹ (۲۴ آوریل ۱۹۴۰ ) در بحران جنگ جهانی دوم متولد شد. پدرش از جمله دانشجویان اعزامی بود که آن زمان به سوئیس فرستاده شد. کلود درشش ماهگی در آغوش مادر فرانسوی اش با عده زیادی پیاده به طرف سوئیس حرکت کردند که متاسفانه تعداد کمی از آنان به آن جا رسیدند. پس از پایان تحصیل پدر، کلود و خانواده به ایران بازگشتند.او دوران دبستان را در مدرسه اندیشه گذراند، سپس به دبیرستان البرز رفت و دپیلم خود را از آن جا دریافت کرد.کلود از آن جا که علاقه زیادی به ریاضیات داشت، راهی فرانسه شد و در دانشگاه سوربن به تحصیل پرداخت. وی پس از بازگشت به ایران در دانشکده هنر و معماری دانشگاه تهران تحصیل را ادامه داد.کلود دارای معلومات عمومی بسیار وسیعی بود و با دانستن زبان فرانسه، انگلیسی و درحد به نسبت خوبی زبان ایتالیایی، مطالعات فراوانی داشت.هنر برای کلود، به منزله زندگی بود. او با موسیقی جهان آشنایی کامل داشت. نقاشی را خوب می شناخت و عکاسی مورد علاقه شدید او بود. ولی ترجمه برای او جایگاهی ویژه داشت و به همین دلیل آن را رشته کاری خود قرار داد.او کار خود را در کانون پرورش فکری کودکان و نوجوانان آغاز کرد و پس از چندی به دفتر مخصوص منتقل شد. در آن جا با عنوان های مترجم، سرپرست انتشارات و کارشناس هنری که در نمایشگاه های خارج از کشور نیز حضور داشت، به فعالیت ادامه داد.وی پس از انقلاب به سازمان میراث فرهنگی کشور منتقل شد و همچنان به عنوان مترجم به کار خود ادامه داد. آثار ترجمه کلود از زبان فارسی به فرانسه و انگلیسی بود و تقریباً بیشتر ترجمه های سازمان میراث به زبان های خارجی در این دوره، کار او است.او خارج از حیطه کار اداری نیز فعالیت زیادی داشت. ترجمه های انگلیسی مجله طاووس، کتاب های انتشارات هنر ایران، مجله دست ها و نقش ها، مجله موزه ها و کتاب های انتشارات فرهنگ و ارشاد اسلامی و بسیاری دیگر را به عهده داشت. ترجمه کتاب شکوه ایران از ارزنده ترین آثار اوست که در انگلیس چاپ شد. هم چنین جلد دوم از مجموعه نفیس “از طهران تا تهران” و نیز مجموعه نفیس گنج نامه، از انتشارات دانشگاه شهید بهشتی که تاکنون در حدود بیست جلد درباره هنر معماری ایران منتشر شده و یا در دست چاپ است، کاری بود که کلود با عشق و علاقه فراوان انجام داد. او، کتاب هایی را برای ترجمه می پذیرفت که از آن ها لذت می برد. کلود با ترجمه هایش بسیاری از هنرمندان و هنر ایران زمین را به جهانیان شناساند. او زندگی را دوست داشت و برای آینده همواره نقشه هایی زیبا در سر می پروراند. پس از مرگ مادر، مسئولیت نگهداری از پدر بیمار، سال هایی چند را از او گرفت. ناگهان بیماری خانمانسوز سرطان به سراغش آمد و از زمان تشخیص بیماری بیش از یک ماه نگذشت، که چراغ خانه خاموش شد. سیروس کلود کرباسی در ساعت ۱۱ شب ۳۰ خرداد ماه سال ۱۳۸۷ خورشیدی زندگیش غروب کرد و در ۳۱ خرداد ماه در بهشت زهرا به خاک سپرده شد.زنده یاد کلود کرباسی در مدت عمر پربارش، بیش از ۱۱۵ کتاب و مقاله (ترجمه و تالیف) به چاپ رساند که از نظر نوآوری و ابتکار در مطالب و عنوان ها کم نظیر هستند.
3189,نشاط رحمانی نژاد,
51347,ماشاله صفری,
13949,مهشید فروغان,دکتر مهشید فروغان دوره‌ی پزشکی عمومی و تخصص روان‌پزشکی خود را در دانشگاه تهران سپری کردند و از سال 1370 نخست به عضویت هیئت علمی دانشگاه علوم‌پزشکی هرمزگان و سپس دانشگاه علوم بهزیستی و توان‌بخشی تهران درآمدند. ایشان در حال حاضر در گروه‌های آموزشی مدیریت توان‌بخشی و سالمندی و نیز مرکز تحقیقات مسائل اجتماعی ـ روانی سالمندان وابسته به دانشگاه علوم بهزیستی به آموزش دانشجویان و پژوهش در رشته‌ی روان‌پزشکی مشغول هستند.
67072,تینا ابوالحسنی,
7974,سید مسعود آذرفام,
25562,معصومه عصری,
3236,قاسم کبیری,
9580,محیا حسینقلی,
4607,ژان بقوسیان,ژان بقوسيان متولد 1355 تهران است. وی دانش‌آموخته رشته الكترونيك تا مقطع کارشناسی ارشد از دانشگاه خواجه نصير است و به دليل علاقه‌ به مباحث مديريتی و بازاريابي، مدرك MBA را نيز از يك مؤسسه خارجي دريافت و يك‌سال نيز به صورت آنلاين در همان مؤسسه تدريس كرده است. پيش از تأسيس شركت و سايت «مدير سبز»، تجربيات موفقي را در حوزه فروش و بازاريابي كالا‌هاي الكترونيك به دست آورد، اما به دلايلي مجبور شد آن کار‌ را رها كند. با تأسيس مجموعه مدير سبز، تمام وقت و انرژي خود را صرف آموزش و مشاوره بازاريابي و مديريت كرده است. از وي تاكنون كتاب‌هاي بسياري در اين حوزه‌ها منتشر شده و مجموعه مدير سبز، بسته‌هاي آموزشي متعددي را ارائه کرده است. او تخصص اصلی خود را بازاریابی اینترنتی می‌داند.
4293,میترا کیوان مهر,
15875,ناهید صادقی,
3471,بهزاد رحمتی,بهزاد رحمتی مترجم ایرانی متولد سال 1346 می باشد.
2765,فرید قدمی,فرید قدمی(زاده ۱۳۶۴) نویسنده، مترجم و منتقد چپ گرای ایرانی است. رمان‌های او فرم گرا، انتقادی و طنزآمیز است. نخستین رمان او با نام «مایا یا قصه آپارتمانی در خیابان کریم خان» در سال 1388 توسط انتشارات هیلا منتشر شد. از او تا به امروز چهار رمان تالیفی، سی و دو اثر ترجمه ادبی، دو کتاب تالیفی در حوزه فلسفه و هنر، و چهار کتاب علمی در حوزه ریاضیات و مهندسی منتشر شده است.
6207,نفیسه تنکابنی,
16217,نرگس تاجیک نشاطیه,نرگس تاجیک نشاطیه مترجم ایرانی متولد سال 1353 می باشد.
20442,اسماعیل نجار,اسماعیل نجار مترجم ایرانی متولد سال 1366 می باشد.
2643,دینا کاویانی,
16660,حانیه پدرام,
10540,سید حسام فروزان,سید حسام فروزان مترجم ایرانی متولد سال 1370 می باشد.
13195,حسین ترکمن نژاد,
20833,فیروزان زهادی,
4035,سوگند رجبی نسب,
2290,کاظم فرهادی,کاظم فرهادی (زادهٔ ۷ فروردین ۱۳۲۹ در بابل)، مترجم، نویسنده، پژوهشگر، و ویراستار ایرانی است.او در ۱۳۵۲ دورهٔ کارشناسی اقتصاد بازرگانی را به پایان رساند. سپس در ۱۳۷۳ موفق به اخذ سطح تحصیلی کارشناسی ارشد شد.فرهادی به مدت سی سال در «دفتر سیاست ها وپژوهش های اقتصادی» به کار تحقیق در زمینهٔ مسائل اقتصاد ایران و جهان اشتغال داشت. او همزمان با فعالیت های پژوهشی، از تیر ۱۳۵۴ در «موسسه پژوهش تکنولوژی» کار ویرایش کتاب های درسی، فیلم استریپ، و نوارهای آموزشی را آغاز کرد که تا امروز ادامه دارد. او در این مدت بیش از ۳۰۰ عنوان کتاب ویرایش کرده است. فرهادی از اواخر دههٔ ۱۳۵۰ تا اواسط دههٔ ۱۳۸۰ به فعالیت مطبوعاتی مشغول بوده و به عنوان عضو هیئت تحریریه یا ویراستار در راه اندازی چند هفته نامه، ماهنامه و فصلنامه از جمله ماهنامه رونق (نشریه اقتصادی، اجتماعی و فرهنگی)، ماهنامهٔ مجله اقتصادی، فصلنامهٔ مالیات، فصلنامهٔ پژوهش ها و سیاست های اقتصادی (علمی- پژوهشی) شرکت داشته است. به علاوه، او در بسیاری از نشریات از جمله نشر دانش، آدینه، دنیای سخن، جهان کتاب، گوهران، چاووش، بازار (ویژه هنر وادبیات)، سایبان، و فرهنگ توسعه ونشریات دیگر، مقاله ها و ترجمه هایی را به چاپ رسانده است.فرهادی دبیر مجموعهٔ سینمای ما (فیلمنامه های ایرانی) در نشرنی است که تاکنون ۱۰ عنوان ازاین مجموعه منتشرشده است.
2824,ابراهیم فتوت,
11422,محمدکاظم مزینانی,محمد کاظم مزینانی متولد سال 1342 در شهر دامغان و فارغ التحصیل رشته زبان و ادبیات فارسی از دانشگاه شهید بهشتی است. از سال 1363 تا 1374 در روزنامه های کیهان و همشهری فعالیت روزنامه نگاری داشته که این فعالیت ها تا به امروز هم به صورت پراکنده در نشریات ادبی تداوم داشته است. در بخش تالیف کتاب هم اغلب آثار وی در حوزه شعر کودک و نوجوان است که تعداد آنها به بیش از 20 عنوان می رسد.در حوزه ادبیات داستانی این نویسنده کتاب های متعددی را برای گروه سنی کودک و نوجوان به چاپ سپرده که از میان آنها می توان به «ماه در گهواره»، «پسری که تنها بود»،«رازهای زندگی یک کلاغ» و «پاییز در قطار» اشاره کرد. در بخش داستان بزرگسال، رمان «شاه بی شین» اولین تجربه این نویسنده در این حوزه محسوب می شود که پیش از انتشار در نخستین جشنواره داستان انقلاب برگزیده شد و پس از بازنویسی نهایی در سال 1389 چاپ اول آن توسط انتشارات سوره مهر در تهران چاپ و منتشر شد که در ادامه بارها تجدید چاپ شد.
22817,نوگل رازقی,نوگل رازقی متولد سال 1356، نویسنده ایرانی می باشد.
15157,عبدالحسین رئیس السادات,
19786,حسین صابری,
799,مهرداد بازیاری,مهرداد بازیاری (متولد ۱۳۴۰ شیراز) مترجم و پژوهشگر است. عمدهٔ شهرت او به دلیل ترجمهٔ آثار یوستین گوردر است. وی از سال ۱۳۷۳ خورشیدی تا امروز به طور جدی به کار ترجمه پرداخته است. بازیاری طی بیش از ده سال اقامت در کشورهای اسکاندیناوی به فعالیت های فرهنگی ازجمله ترجمه روی آورد. آشنایی با زبان و فرهنگ خاص شمال اروپا باعث شد که ترجمه را با کتاب های یوستین گوردر نویسنده مشهور نروژی آغاز کند. بیشتر ترجمه های وی در زمینهٔ رمان های فلسفی است و می توان او را متخصص رمان های فلسفی گوردر دانست.این نویسنده و پژوهشگر هم اکنون در کالیفرنیا زندگی می کند.
18734,سجاد احمدیان,
3198,فاطمه قربانپور,فاطمه قربانپور متولد سال 1358؛ شاعر و مترجم ایرانی می باشد.
13656,احمد تصویری,
16645,حسن لاهوتی,حسن لاهوتی (۱۴ دی ۱۳۲۳ – ۱۷ اسفند ۱۳۹۱) مترجم، نویسنده، و مولوی‌پژوهِ ایرانی بود. حسن لاهوتی در ۱۴ دی ماه سال ۱۳۲۳ در شهر سبزوار به دنیا آمد. پس از اتمام تحصیلات ابتدایی و متوسطه، موفق به دریافت لیسانس در رشته زبان انگلیسی از دانشکده ادبیات دانشگاه فردوسی مشهد گردید، و فوق لیسانس خود را از دانشگاه ایالتی میشیگان «MSU» دریافت کرد و بعد از انقلاب ۱۳۵۷ به مشهد بازگشت. وی، از سال ۱۳۶۳ به عنوان مترجم در بنیاد پژوهش‌های اسلامی آستان قدس رضوی مشغول شد و نیز به تدریس در دانشگاه پرداخت. وی از شاگردان و همراهان سید جلال‌الدین آشتیانی بود. لاهوتی کتاب شرح مثنوی معنوی اثر رینولد نیکلسون را با راهنمایی و در کنار سید جلال‌الدین آشتیانی ترجمه کرد و بر آن تعلیق نوشت. ترجمهٔ مجموعهٔ شش‌جلدی شرح بر مثنوی معنوی (برگزیدهٔ چهاردهمین دورهٔ کتاب سال جمهوری اسلامی ایران) شد. جان جان، منتخبات دیوان شمس دیگر اثر رینولد نیکلسون را نیز به فارسی برگرداند. از دیگر آثار لاهوتی می‌توان به ترجمهٔ دو کتاب شکوه شمس و محمد رسول خدا نوشتهٔ آنه‌ماری شیمل، استاد دانشگاه هاروارد، اشاره کرد. همچنین ترجمه کتاب مولانا: دیروز تا امروز، شرق تا غرب نوشته فرانکلین لوئیس، استاد دانشگاه شیکاگو، نیز از دیگر کارهای اوست. کتاب ارغنون مولوی، تفسیری دقیق و ساده از چند داستان مثنوی معنوی، تنها تألیف اوست. همچنین بیش از پنجاه مقاله در نشریه‌های تخصصی همچون کلک، بخارا، گلچرخ، و حکمت و معرفت از او به جای مانده‌است. حسن لاهوتی بر اثر بیماری سرطان ریه در ۱۷ اسفند ۱۳۹۱ در شهر هزلت، میشیگان آمریکا درگذشت. لاهوتی در باغ خواجه ربیع مشهد به خاک سپرده شد.
14636,احمد سیف,احمد سیف یا ایرج سیف متولد 1324 در آمل ، نویسنده و مترجم کتب و مقالات اقتصادی، سیاسی و تاریخی، اقتصاددان و استاد دانشگاه است. وی در دانشگاه استافوردشر دارای مرتبهٔ استاد ارشد است و اقتصاد تدریس می‌کند. برخی از آثار وی با نام مستعار بهروز امین نیز منتشر شده‌اند. سیف کتب و مقالات بسیاری در زمینهٔ اقتصاد، سیاست و تاریخ مشروطه به رشتهٔ تحریر درآورده یاترجمه کرده‌است.
16393,اسدالله مبشری,
26799,داور آل محمد,
11021,کمال مرادی,
4531,شادان مهران مقدم,
